0.00000	0.00000
1.77177	0.00113
3.57705	0.00525
5.37674	0.01234
7.16792	0.02240
8.94777	0.03539
10.71358	0.05128
12.46275	0.07003
12.98420	0.07609
13.50462	0.08216
14.02415	0.08824
14.54272	0.09433
15.06034	0.10044
15.57701	0.10656
16.09274	0.11269
16.60754	0.11883
17.12144	0.12498
17.63438	0.13114
18.14643	0.13731
18.65753	0.14348
19.16773	0.14967
19.67696	0.15586
20.18534	0.16206
20.69281	0.16827
21.19937	0.17448
21.70502	0.18070
22.20978	0.18692
22.71366	0.19314
23.90676	0.20762
25.09697	0.22149
26.28448	0.23476
27.46943	0.24741
28.65195	0.25944
29.83223	0.27085
31.01036	0.28163
32.18651	0.29178
33.36076	0.30131
34.53332	0.31019
35.70430	0.31844
36.87379	0.32605
38.04195	0.33301
39.20889	0.33933
40.37476	0.34499
41.53965	0.35002
42.70369	0.35438
43.86703	0.35810
45.02974	0.36116
46.19196	0.36357
47.12404	0.36523
48.05573	0.36688
48.98701	0.36850
49.91790	0.37010
50.84840	0.37168
51.77854	0.37324
52.70828	0.37478
53.63767	0.37630
54.56669	0.37780
55.49536	0.37927
56.42365	0.38073
57.35166	0.38215
58.27922	0.38356
59.20656	0.38494
60.13356	0.38630
61.06013	0.38763
61.98649	0.38894
62.91250	0.39022
63.83823	0.39148
64.76367	0.39271
68.80600	0.39837
72.84175	0.40466
76.87030	0.41153
80.89104	0.41898
84.90343	0.42695
88.90705	0.43540
92.90130	0.44430
96.88599	0.45359
100.86063	0.46324
104.82509	0.47319
108.77904	0.48340
112.72235	0.49382
116.65501	0.50439
120.57684	0.51508
124.48795	0.52582
128.38829	0.53656
132.27812	0.54727
136.15741	0.55788
140.02654	0.56835
143.88557	0.57863
147.16074	0.58755
150.42805	0.59697
153.68721	0.60685
156.93788	0.61717
160.17979	0.62789
163.41269	0.63898
166.63631	0.65039
169.85056	0.66209
173.05524	0.67405
176.25027	0.68623
179.43559	0.69858
182.61116	0.71107
185.77698	0.72366
188.93300	0.73631
192.07941	0.74899
195.21623	0.76165
198.34355	0.77425
201.46155	0.78677
204.57036	0.79916
207.67020	0.81138
209.50365	0.81860
211.33391	0.82587
213.16096	0.83318
214.98485	0.84053
216.80554	0.84790
218.62306	0.85530
220.43741	0.86271
222.24861	0.87012
224.05664	0.87753
225.86156	0.88493
227.66338	0.89231
229.46214	0.89967
231.25783	0.90700
233.05048	0.91429
234.84018	0.92153
236.62694	0.92872
238.41074	0.93586
240.19167	0.94292
241.96976	0.94992
243.74513	0.95683
246.87328	0.96813
249.99495	0.97775
253.11110	0.98567
256.22296	0.99187
259.33154	0.99634
262.43793	0.99905
265.54315	1.00000
268.64838	0.99919
271.75464	0.99663
274.86298	0.99231
277.97452	0.98626
281.09030	0.97848
284.21146	0.96900
287.33905	0.95783
290.47415	0.94502
293.61783	0.93060
296.77136	0.91459
299.93567	0.89706
303.11197	0.87804
306.30139	0.85758
307.22714	0.85100
308.15314	0.84351
309.07944	0.83510
310.00610	0.82578
310.93314	0.81555
311.86060	0.80442
312.78851	0.79238
313.71692	0.77944
314.64587	0.76561
315.57541	0.75088
316.50558	0.73526
317.43640	0.71875
318.36792	0.70135
319.30026	0.68308
320.23340	0.66392
321.16736	0.64390
322.10223	0.62301
323.03812	0.60126
323.97501	0.57864
324.91293	0.55518
325.92719	0.52944
326.94806	0.50368
327.97565	0.47792
329.01013	0.45216
330.05161	0.42642
331.10025	0.40070
332.15616	0.37500
333.21951	0.34935
334.29044	0.32374
335.36911	0.29819
335.58032	0.29322
335.79181	0.28824
336.00363	0.28328
336.21576	0.27831
336.42819	0.27334
336.64090	0.26838
336.85391	0.26343
337.06726	0.25847
337.28088	0.25352
337.49487	0.24857
339.09323	0.21321
340.72015	0.18033
342.37418	0.15002
344.05377	0.12233
345.75717	0.09733
347.48230	0.07508
349.22702	0.05563
350.98898	0.03903
352.76563	0.02532
354.55426	0.01454
356.35214	0.00672
358.15631	0.00186
360.00000	0.00000
